ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,trans_depth,method,host,uri,version,user_agent,request_body_len,response_body_len,status_code,status_msg,tags,resp_fuids,resp_mime_types,orig_fuids,orig_mime_types,referrer,resp_filenames,podejrzany_user_agent,podejrzany_uri
1425567738.92401,CuzYxT2u7PccrF7xDg,192.168.0.51,50974,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567738959,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FUaYJL2u54zUdvIFW5'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567741.923608,C0WZBA4EH5wKQchWDg,192.168.0.51,50975,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567741958,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F456fFvPLtjftPBy9'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567744.924907,CZ8NvA1rtqJeHyGJ47,192.168.0.51,50976,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567744960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Ftv4fK1T6d9GYWzY7g'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567747.923791,CfAv2w4cG5fTY6xiy8,192.168.0.51,50977,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567747959,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FoooIp25nzoWUaJSWf'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567750.92457,CVVuUscRFc39zT2Q8,192.168.0.51,50978,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567750959,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FGlZRzRJTs15zvw2b'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567753.924139,C0GAbBVddw4pVTJK9,192.168.0.51,50979,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567753959,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FOA49x3sBbZuaWm7g2'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567756.924369,CdMAPK28bLbJwG3tdb,192.168.0.51,50980,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567756959,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FfEWD81UOO1dYIyURf'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567759.925577,C2hC1q2TnIxPT7wkoh,192.168.0.51,50981,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567759960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fy6Q1P1Z1zwNG95uv4'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567762.925312,C6Aha11PTGvruwbdf,192.168.0.51,50982,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567762960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FVMSza4Kl3OBkQHeK'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567765.925986,CUgHKy2crDA7dRZ9p6,192.168.0.51,50983,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567765961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FHTrMS2MMYNlV8BTxf'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567768.925122,CF5ERE43dr6HYvJK1l,192.168.0.51,50984,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567768960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fqo5IE2eeNvhpGf39g'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567771.924716,C6abF63Z3Bj0Z3Itp5,192.168.0.51,50985,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567771960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FUzwuZ19htgQWsyiFb'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567774.925125,CJDOrW18MrpeAJwCG4,192.168.0.51,50986,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567774960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FlaT8bBVLVzAwbUqd'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567777.925126,Ctcxu8B7B7hpuZN1e,192.168.0.51,50987,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567777960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FsmYUn396kAbA4ndb1'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567780.92534,C4w5RteZa7UgzUhUc,192.168.0.51,50989,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567780961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fvh4gp24MhUM0W63n7'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567783.925061,CEeYtN1fKw9X6rRLGj,192.168.0.51,50990,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567783960,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FxYmE623YZ4PBPyiL4'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567786.926387,CKHiva4drzMDldXGFj,192.168.0.51,50991,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567786961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fnk7942UASw8EfKzX8'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567789.926002,Cbio28471TipVarP8e,192.168.0.51,50992,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567789961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FTKgsJ1Nc0NrxOPI79'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567792.925831,ChNp754ZPL32KCmAca,192.168.0.51,50993,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567792961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F4iZR74xPxjvq1oYm9'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567795.925646,ClZmMO1AbZHkUyut42,192.168.0.51,50994,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567795961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F60szM2ahea83mV1cd'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567798.925148,CFkNKB3ufOgHLzBep,192.168.0.51,50995,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567798961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FWa60q3tRTkbws5Xgi'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567801.92591,CHVYoz4mRr0gVJBjOa,192.168.0.51,50996,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567801961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Ft2Aym1lMNjz1DWAL7'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567804.92681,Cjgxl67Tkxec0gF6d,192.168.0.51,50997,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567804962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FuuoFFmyjE1KjXGe3'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567807.925876,C9WdVGfrGUI3ZfYLk,192.168.0.51,50998,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567807961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FyfQcUfp1c5CO2fid'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567810.926707,CFqfHY1WV33ClHawZ6,192.168.0.51,50999,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567810962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FJNF9q1ES8VSKXSSQk'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567813.926612,CDtSzZ33eOiooix19d,192.168.0.51,51000,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567813962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FjKBHz4703gM19dYe5'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567816.926846,CJBCGRANVzCR3MNwi,192.168.0.51,51001,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567816962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FL3S1o45Sf8rpZ9fLd'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567819.924986,CCziIT34Y6QNU1QEd5,192.168.0.51,51002,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567819961,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FrGPSj4uyXyWS3uG7e'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567822.926203,C0Dozt2gQvxeHoeh0h,192.168.0.51,51004,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567822962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FDAviI2hYaYZzyLmx3'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567825.928212,CP9Vaa4oXM39uqAozg,192.168.0.51,51005,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567825963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F0yBaQULunFAM18h7'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567828.926972,CyZ2rAbmYbQgqkKCb,192.168.0.51,51006,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567828962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FYmWjO1KHyuk4mK0Tg'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567831.927013,ChtPqX1NTzmj0gVtBj,192.168.0.51,51007,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567831962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F70n7I22cKwtyK3fLj'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567834.927153,C4K0Kr2BTwrhHUUxV9,192.168.0.51,51008,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567834962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F8aiqu4o4kd85X1sDd'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567837.927463,CaDL83mRqxRIpguYg,192.168.0.51,51009,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567837963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FskKgk1Uic3Czfypsa'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567840.926694,C03ugN12hiuEnsH4a8,192.168.0.51,51010,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567840962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FrmyDUz5lTXn5YOBg'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567843.92747,COmEEI35j39Qakkfj8,192.168.0.51,51011,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567843963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Ftxn8d0hqCgZbs99c'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567846.925971,Ccs8quWPkaI6K1YUe,192.168.0.51,51012,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567846962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fgk8xKX4FYWh43Ct2'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567849.925604,Ca0DZy2YB9gWU5VNS9,192.168.0.51,51013,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567849962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FLRmBW3EW8p6uJTati'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567850.317242,CDVheV9WwtCX6f5Cd,192.168.0.51,37663,80.239.174.90,80,1,POST,clients1.google.com,/ocsp,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,75,463,200.0,OK,[],['FDP7PI1eFQs2cM4mac'],['application/ocsp-response'],['FirtBh4koDxGQW8pbg'],['application/ocsp-request'],,,Nie,Nie
1425567852.926066,CgjZ7a2sYVZXApmIC,192.168.0.51,51016,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567852963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fal2c01TLhBVkvzDQb'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567855.927096,Cu3iBFBz1ER7j5jmj,192.168.0.51,51019,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567855963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FFqPDs25vBEnmGiuC7'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567858.92691,CMxO1X2KU902B6xnXb,192.168.0.51,51020,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567858962,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FcL8CNl4QlFxkj4pi'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567861.926321,CeejaT31vpCKnRxVr,192.168.0.51,51025,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567861963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['FDaOUo2OevyeO4yPk'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567864.926283,C7TRED1u8X0Io38UTk,192.168.0.51,51026,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567864963,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['F4CjJeNCUZad7H2b7'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567867.63635,CkLpEs3qVIt1VrKh79,192.168.0.51,37623,216.58.209.131,80,1,GET,www.google.se,"/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0CDEQFjAB&url=http://dev.antoinesolutions.com/apache-server&ei=c3D4VMHENaWjyAOC74DwBA&usg=AFQjCNFzTuiNJM4K_zB1BQtEKGeblVH2Rg&bvm=bv.87519884,d.bGQ",1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,429,200.0,OK,[],['F8TGzb15nu4puQPFh3'],['text/plain'],,,,,Nie,Nie
1425567867.72661,CkLpEs3qVIt1VrKh79,192.168.0.51,37623,216.58.209.131,80,2,GET,www.google.se,/favicon.ico,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,5430,200.0,OK,[],['Faifi7360wiamS1f6b'],['image/x-icon'],,,,,Nie,Nie
1425567867.927487,CphUZv40IxwBa7Aeb5,192.168.0.51,51030,192.168.0.1,80,1,GET,192.168.0.1,/sysmsg.xml?ZT=1425567867964,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,142,200.0,OK,[],['Fi7PLS1CfZwxwnsrx1'],['application/xml'],,,http://192.168.0.1/wanst.htm,,Nie,Nie
1425567867.90719,C2uCdB12hLUudxW0i1,192.168.0.51,38602,198.58.111.64,80,1,GET,dev.antoinesolutions.com,/apache-server,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,7303,200.0,OK,[],['FqY1bU1VBvbmOLa9xj'],['text/html'],,,"http://www.google.se/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0CDEQFjAB&url=http%3A%2F%2Fdev.antoinesolutions.com%2Fapache-server&ei=c3D4VMHENaWjyAOC74DwBA&usg=AFQjCNFzTuiNJM4K_zB1BQtEKGeblVH2Rg&bvm=bv.87519884,d.bGQ",,Nie,Nie
1425567868.260594,Cte2gv3n3lfd1JZIHj,192.168.0.51,38603,198.58.111.64,80,1,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,7587,200.0,OK,[],['FGavG11xGA7nzbENK7'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.294955,C0wtR8ZwL2MdQpB6c,192.168.0.51,38608,198.58.111.64,80,1,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/css/css_2THG1eGiBIizsWFeexsNe1iDifJ00QRS9uSd03rY9co.css,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,489,200.0,OK,[],['FVu3Zs2CLTTNarKyh7'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.294727,CsihDt2NMCJRCXqToh,192.168.0.51,38606,198.58.111.64,80,1,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/css/css_UQXYAPNK5_l-hlM-3eTGHw_LMU2Qhp-zKEHJSttD__c.css,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,4266,200.0,OK,[],['Fass1v3eGfGDgWK2c3'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.294732,CE3Yad4Cv5VEg0EhBf,192.168.0.51,38605,198.58.111.64,80,1,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/css/css_Wu8npAzy16WmnnnWKxpexfgsAryolGGaX6yO3GWA5bU.css,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,510,200.0,OK,[],['FnqOZImfmwR8RJ3E5'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.294951,Cij3yH2ie6pqYk8yZb,192.168.0.51,38607,198.58.111.64,80,1,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/css/css_NRg0AX3iY_x0OX3_WzcWp90JnwurHRvZn6i75GL0rRI.css,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,5301,200.0,OK,[],['F86o5u2GGYyO8L6OCe'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.58051,Cte2gv3n3lfd1JZIHj,192.168.0.51,38603,198.58.111.64,80,2,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/js/js_NpX2cwCeepkWZZ194B6-ViyVBHleaYLOx5R9EWBOMRU.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,5761,200.0,OK,[],['FqhEFt3m3O0Tbi5Llj'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.620475,C0wtR8ZwL2MdQpB6c,192.168.0.51,38608,198.58.111.64,80,2,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/js/js__IcoQ9F6ifX3glQE3dtvV4JVbMZPnbgCs0nBN8aYnCU.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,5427,200.0,OK,[],['FVILjWOQFfF2Fjre7'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.623665,CsihDt2NMCJRCXqToh,192.168.0.51,38606,198.58.111.64,80,2,GET,dev.antoinesolutions.com,/misc/favicon.ico,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,1150,200.0,OK,[],['FM3oGB1nuGLsXrQf43'],['image/x-icon'],,,,,Nie,Nie
1425567868.373325,C2uCdB12hLUudxW0i1,192.168.0.51,38602,198.58.111.64,80,2,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/js/js_xAPl0qIk9eowy_iS9tNkCWXLUVoat94SQT48UBCFkyQ.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,32415,200.0,OK,[],['FAGh2c348l8Z4yMZm1'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.840505,CVd8wa3L5YM9hCTZ69,192.168.0.51,40957,216.58.209.130,80,1,GET,pagead2.googlesyndication.com,/pagead/show_ads.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,6501,200.0,OK,[],['FI5jNK1ArSqRIAXPB8'],['application/javascript'],,,http://dev.antoinesolutions.com/apache-server,['f.txt'],Nie,Nie
1425567868.909628,CVd8wa3L5YM9hCTZ69,192.168.0.51,40957,216.58.209.130,80,2,GET,pagead2.googlesyndication.com,/pub-config/ca-pub-7956484765295434.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,107,200.0,OK,[],['FC8a1GyWNyRbfuCV1'],['text/plain'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.891861,C2uCdB12hLUudxW0i1,192.168.0.51,38602,198.58.111.64,80,3,GET,dev.antoinesolutions.com,/sites/dev.antoinesolutions.com/files/googleanalytics/analytics.js?njqra1,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,4537,200.0,OK,[],['FF9Q1h1dEFdEtmBcu3'],['application/javascript'],,,http://dev.antoinesolutions.com/apache-server,,Nie,Nie
1425567868.949717,CVd8wa3L5YM9hCTZ69,192.168.0.51,40957,216.58.209.130,80,3,GET,pagead2.googlesyndication.com,/pagead/js/r20150226/r20150224/show_ads_impl.js,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,26708,200.0,OK,[],['FyNGTl6s2kETWGRd'],['application/javascript'],,,http://dev.antoinesolutions.com/apache-server,['f.txt'],Nie,Nie
1425567868.913787,Cij3yH2ie6pqYk8yZb,192.168.0.51,38607,198.58.111.64,80,2,GET,dev.antoinesolutions.com,/misc/menu-leaf.png,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,126,200.0,OK,[],['Fb4MpE2tTgtjUb5Qnj'],['image/png'],,,http://dev.antoinesolutions.com/sites/dev.antoinesolutions.com/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css,,Nie,Nie
1425567868.913795,Cte2gv3n3lfd1JZIHj,192.168.0.51,38603,198.58.111.64,80,3,GET,dev.antoinesolutions.com,/misc/menu-expanded.png,1.1,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,0,106,200.0,OK,[],['FfTXvN1x9OmgVtoYbk'],['image/png'],,,http://dev.antoinesolutions.com/sites/dev.antoinesolutions.com/files/css/css_xE-rWrJf-fncB6ztZfd2huxqgxu4WO-qwma6Xer30m4.css,,Nie,Nie
